"timeMillisSpent","score"
190,"0hard/-4238395soft"
206,"0hard/-4237765soft"
210,"0hard/-4237591soft"
214,"0hard/-4233292soft"
216,"0hard/-4232916soft"
221,"0hard/-4231866soft"
226,"0hard/-4231642soft"
231,"0hard/-4231622soft"
248,"0hard/-4227375soft"
250,"0hard/-4227155soft"
258,"0hard/-4227054soft"
262,"0hard/-4220371soft"
266,"0hard/-4219153soft"
268,"0hard/-4219115soft"
269,"0hard/-4219090soft"
277,"0hard/-4219025soft"
278,"0hard/-4219023soft"
281,"0hard/-4218892soft"
288,"0hard/-4218879soft"
290,"0hard/-4218774soft"
294,"0hard/-4186535soft"
310,"0hard/-4158035soft"
312,"0hard/-4157508soft"
321,"0hard/-4157285soft"
328,"0hard/-4156946soft"
336,"0hard/-4124628soft"
337,"0hard/-4124559soft"
340,"0hard/-4097227soft"
342,"0hard/-4097175soft"
349,"0hard/-4097154soft"
354,"0hard/-4096931soft"
355,"0hard/-4096894soft"
358,"0hard/-4096868soft"
377,"0hard/-4096672soft"
383,"0hard/-4096649soft"
385,"0hard/-4096537soft"
390,"0hard/-4096499soft"
417,"0hard/-4096349soft"
421,"0hard/-4089266soft"
422,"0hard/-4089177soft"
424,"0hard/-4075431soft"
426,"0hard/-4075429soft"
442,"0hard/-4075423soft"
467,"0hard/-4074277soft"
493,"0hard/-4074219soft"
495,"0hard/-4074040soft"
496,"0hard/-4053892soft"
520,"0hard/-4053879soft"
538,"0hard/-4014303soft"
545,"0hard/-4014136soft"
612,"0hard/-4012374soft"
616,"0hard/-4009314soft"
658,"0hard/-4009121soft"
813,"0hard/-4008797soft"
829,"0hard/-4008055soft"
836,"0hard/-4008052soft"
840,"0hard/-3975687soft"
842,"0hard/-3943448soft"
848,"0hard/-3916392soft"
853,"0hard/-3916298soft"
854,"0hard/-3883941soft"
866,"0hard/-3851597soft"
885,"0hard/-3824597soft"
896,"0hard/-3824550soft"
958,"0hard/-3824513soft"
1003,"0hard/-3824438soft"
1021,"0hard/-3824359soft"
1048,"0hard/-3820352soft"
1053,"0hard/-3820286soft"
1106,"0hard/-3820158soft"
1108,"0hard/-3787946soft"
1111,"0hard/-3787930soft"
1135,"0hard/-3787913soft"
1207,"0hard/-3787886soft"
1313,"0hard/-3787807soft"
1370,"0hard/-3787801soft"
