"timeMillisSpent","score"
8,"0hard/-4238395soft"
10,"0hard/-4237765soft"
12,"0hard/-4237628soft"
13,"0hard/-4237252soft"
13,"0hard/-4236202soft"
16,"0hard/-4233691soft"
16,"0hard/-4213542soft"
20,"0hard/-4205073soft"
20,"0hard/-4197618soft"
20,"0hard/-4197260soft"
20,"0hard/-4196802soft"
21,"0hard/-4196318soft"
24,"0hard/-4177971soft"
30,"0hard/-4167053soft"
33,"0hard/-4158403soft"
33,"0hard/-4081209soft"
344,"0hard/-4078928soft"
361,"0hard/-4075442soft"
1375,"0hard/-4057619soft"
3076,"0hard/-4039976soft"
4520,"0hard/-4032872soft"
7318,"0hard/-4029062soft"
7430,"0hard/-4017228soft"
9698,"0hard/-4013194soft"
15976,"0hard/-3996803soft"
17838,"0hard/-3904137soft"
