"timeMillisSpent","score"
95,"0hard/-4238395soft"
201,"0hard/-4231712soft"
245,"0hard/-4192217soft"
305,"0hard/-4172087soft"
356,"0hard/-4165561soft"
397,"0hard/-4164419soft"
461,"0hard/-4158684soft"
481,"0hard/-4157379soft"
500,"0hard/-4145912soft"
519,"0hard/-4142852soft"
538,"0hard/-4141982soft"
586,"0hard/-4140970soft"
622,"0hard/-4108652soft"
638,"0hard/-4080881soft"
697,"0hard/-4080348soft"
717,"0hard/-4079781soft"
746,"0hard/-4052412soft"
771,"0hard/-4051782soft"
785,"0hard/-4051324soft"
798,"0hard/-4018935soft"
818,"0hard/-4016872soft"
836,"0hard/-4016681soft"
851,"0hard/-3984311soft"
865,"0hard/-3984132soft"
881,"0hard/-3984031soft"
906,"0hard/-3983990soft"
929,"0hard/-3983908soft"
950,"0hard/-3983869soft"
997,"0hard/-3983839soft"
1016,"0hard/-3951521soft"
1030,"0hard/-3924380soft"
1067,"0hard/-3923817soft"
1084,"0hard/-3884802soft"
1098,"0hard/-3884693soft"
1163,"0hard/-3884241soft"
1190,"0hard/-3884185soft"
1213,"0hard/-3880178soft"
1246,"0hard/-3847939soft"
1283,"0hard/-3820939soft"
1304,"0hard/-3820760soft"
1324,"0hard/-3820681soft"
1357,"0hard/-3820657soft"
1387,"0hard/-3820620soft"
1413,"0hard/-3820540soft"
1458,"0hard/-3820413soft"
1519,"0hard/-3820037soft"
1582,"0hard/-3787798soft"
1602,"0hard/-3787666soft"
1623,"0hard/-3787615soft"
1673,"0hard/-3787568soft"
1723,"0hard/-3787489soft"
1740,"0hard/-3787326soft"
1774,"0hard/-3787304soft"
1858,"0hard/-3755331soft"
1872,"0hard/-3755199soft"
1890,"0hard/-3755173soft"
1922,"0hard/-3755126soft"
2436,"0hard/-3723641soft"
2449,"0hard/-3723330soft"
2462,"0hard/-3723283soft"
2533,"0hard/-3703381soft"
2571,"0hard/-3703344soft"
2585,"0hard/-3702348soft"
2599,"0hard/-3701906soft"
2815,"0hard/-3701711soft"
2838,"0hard/-3700962soft"
2862,"0hard/-3700678soft"
2881,"0hard/-3700059soft"
2900,"0hard/-3699952soft"
2927,"0hard/-3699915soft"
2947,"0hard/-3699880soft"
3053,"0hard/-3699854soft"
3071,"0hard/-3699378soft"
3088,"0hard/-3699040soft"
3124,"0hard/-3698842soft"
3147,"0hard/-3698732soft"
3161,"0hard/-3698651soft"
3183,"0hard/-3698629soft"
3453,"0hard/-3684774soft"
3469,"0hard/-3669155soft"
3483,"0hard/-3665445soft"
3500,"0hard/-3644936soft"
3519,"0hard/-3644723soft"
3533,"0hard/-3623235soft"
3548,"0hard/-3619721soft"
3564,"0hard/-3609292soft"
3576,"0hard/-3596325soft"
3589,"0hard/-3595490soft"
3608,"0hard/-3595127soft"
3621,"0hard/-3593143soft"
3633,"0hard/-3593022soft"
3713,"0hard/-3567814soft"
3724,"0hard/-3566626soft"
3750,"0hard/-3566499soft"
3998,"0hard/-3565864soft"
4014,"0hard/-3565766soft"
4408,"0hard/-3559687soft"
4433,"0hard/-3559041soft"
4447,"0hard/-3558854soft"
4459,"0hard/-3558650soft"
4475,"0hard/-3558431soft"
4525,"0hard/-3558371soft"
4582,"0hard/-3558367soft"
4606,"0hard/-3558166soft"
6148,"0hard/-3544285soft"
6194,"0hard/-3544066soft"
6220,"0hard/-3543459soft"
7476,"0hard/-3543193soft"
7489,"0hard/-3543070soft"
7502,"0hard/-3542790soft"
