"timeMillisSpent","score"
10903,"0.0hard/-12035191.38247874503466soft"
12766,"0.0hard/-12035117.65225140549166soft"
12768,"0.0hard/-12031350.32866187731796soft"
12768,"0.0hard/-12031293.51478946260436soft"
12769,"0.0hard/-12030477.15942475694436soft"
12770,"0.0hard/-12027060.67961916595436soft"
12773,"0.0hard/-12027047.17643736839796soft"
12773,"0.0hard/-12025663.15859886480126soft"
12778,"0.0hard/-12022705.83061875119466soft"
12819,"0.0hard/-12018377.05183741436463soft"
12869,"0.0hard/-12016694.45504751805823soft"
12885,"0.0hard/-12012706.74307600178373soft"
12936,"0.0hard/-12010669.45267364640285soft"
13073,"0.0hard/-12008480.00603096898389soft"
13074,"0.0hard/-12007990.91490648803189soft"
13165,"0.0hard/-12007649.29059711469793soft"
13186,"0.0hard/-12004975.40358853774343soft"
13193,"0.0hard/-12002715.23589357128783soft"
13206,"0.0hard/-12001898.68951238386853soft"
13207,"0.0hard/-11993538.36200130416903soft"
13266,"0.0hard/-11993366.97413084437953soft"
13375,"0.0hard/-11992776.64244754564989soft"
13389,"0.0hard/-11991955.99778754978319soft"
13390,"0.0hard/-11985739.77594573098469soft"
13476,"0.0hard/-11984522.89759488682816soft"
13593,"0.0hard/-11983930.80308827436364soft"
13595,"0.0hard/-11980904.96531560513284soft"
13663,"0.0hard/-11980029.95218038893423soft"
13664,"0.0hard/-11979457.07078025410623soft"
13723,"0.0hard/-11976563.60472968824716soft"
13724,"0.0hard/-11975113.58578173000226soft"
13727,"0.0hard/-11967561.96058514978671soft"
13728,"0.0hard/-11966621.05431830873571soft"
13838,"0.0hard/-11965751.29905787520360soft"
13897,"0.0hard/-11965714.74659573990653soft"
13898,"0.0hard/-11960794.97003676198323soft"
13898,"0.0hard/-11956985.43918083533373soft"
14008,"0.0hard/-11956891.36842732039857soft"
14057,"0.0hard/-11954997.65123392556611soft"
14058,"0.0hard/-11954458.77564846402411soft"
14059,"0.0hard/-11949749.98627490351411soft"
14121,"0.0hard/-11947656.98268461490822soft"
14252,"0.0hard/-11941050.06965512751360soft"
14577,"0.0hard/-11940663.20394627362145soft"
14670,"0.0hard/-11940249.45683402380203soft"
14802,"0.0hard/-11938898.24632583599131soft"
14812,"0.0hard/-11938223.33777039714531soft"
14920,"0.0hard/-11936941.56838463496629soft"
14923,"0.0hard/-11936158.84183686877039soft"
14924,"0.0hard/-11931248.04982080161439soft"
14924,"0.0hard/-11930713.47369724766889soft"
15034,"0.0hard/-11925967.89871307862819soft"
15130,"0.0hard/-11923533.88840613092897soft"
15407,"0.0hard/-11920975.07591440753233soft"
15416,"0.0hard/-11916355.49007650282743soft"
15486,"0.0hard/-11914840.01558345913149soft"
15492,"0.0hard/-11913813.88597648111119soft"
15556,"0.0hard/-11912886.12781254545403soft"
15557,"0.0hard/-11910367.19304603624103soft"
15558,"0.0hard/-11910024.73376815914133soft"
15559,"0.0hard/-11908482.51550699827983soft"
15614,"0.0hard/-11906789.35604167488939soft"
15679,"0.0hard/-11906175.21881186231058soft"
15680,"0.0hard/-11903653.63520914900518soft"
15681,"0.0hard/-11902173.43348592523458soft"
15681,"0.0hard/-11901437.01524495390448soft"
15682,"0.0hard/-11898860.04447277720818soft"
15744,"0.0hard/-11895551.86892645740642soft"
15950,"0.0hard/-11894606.23672944384126soft"
15996,"0.0hard/-11893979.79483574599233soft"
15997,"0.0hard/-11891754.55356527058233soft"
16001,"0.0hard/-11889968.99639110990053soft"
16055,"0.0hard/-11888352.58319666919850soft"
16058,"0.0hard/-11887882.92072142173410soft"
16119,"0.0hard/-11884117.96017714462945soft"
16182,"0.0hard/-11881944.53222151900017soft"
16183,"0.0hard/-11878961.47339600212217soft"
16184,"0.0hard/-11877294.35015468288517soft"
16395,"0.0hard/-11876506.97653717137614soft"
16402,"0.0hard/-11874702.46007692258394soft"
16448,"0.0hard/-11859737.37404719566004soft"
16739,"0.0hard/-11859314.04453923755544soft"
16740,"0.0hard/-11856665.80413929350084soft"
16759,"0.0hard/-11850936.96642437766354soft"
16939,"0.0hard/-11846570.62424831616443soft"
16986,"0.0hard/-11843194.34813994964212soft"
17027,"0.0hard/-11840954.64102670533576soft"
17074,"0.0hard/-11835204.77769437563990soft"
17135,"0.0hard/-11835010.95946877037818soft"
17149,"0.0hard/-11833521.80360424749502soft"
17229,"0.0hard/-11833126.90669543502361soft"
17287,"0.0hard/-11830885.10408881054997soft"
17288,"0.0hard/-11829913.41027654545477soft"
17338,"0.0hard/-11829820.55563749577856soft"
17348,"0.0hard/-11828516.09111878867566soft"
17349,"0.0hard/-11828245.01936464836276soft"
17350,"0.0hard/-11821746.23746685009116soft"
17350,"0.0hard/-11816592.12776798586316soft"
17583,"0.0hard/-11815248.90599561851294soft"
17703,"0.0hard/-11809655.59135183905511soft"
17775,"0.0hard/-11803552.10795264874620soft"
17817,"0.0hard/-11801145.49028043864665soft"
17873,"0.0hard/-11799243.34376454098842soft"
17873,"0.0hard/-11793774.54448866892542soft"
18106,"0.0hard/-11792015.75343103403463soft"
18198,"0.0hard/-11791240.30110095979183soft"
18204,"0.0hard/-11788292.75533404145343soft"
18204,"0.0hard/-11787780.39107331067393soft"
18291,"0.0hard/-11786929.99650888754673soft"
18301,"0.0hard/-11784246.13917778833023soft"
18307,"0.0hard/-11782040.10087470360267soft"
18323,"0.0hard/-11781989.80197898605607soft"
18396,"0.0hard/-11778816.13003854752485soft"
18545,"0.0hard/-11778774.46988827420583soft"
18570,"0.0hard/-11776447.28208386937853soft"
18571,"0.0hard/-11774338.20179107060453soft"
18618,"0.0hard/-11773549.43155628896113soft"
18626,"0.0hard/-11772242.07409311914748soft"
18653,"0.0hard/-11770446.93200259612236soft"
18654,"0.0hard/-11768734.53160026632166soft"
18755,"0.0hard/-11764633.46602979979872soft"
18895,"0.0hard/-11763899.23937707583839soft"
18933,"0.0hard/-11761914.07567852452471soft"
18992,"0.0hard/-11759574.18255292764481soft"
18993,"0.0hard/-11759567.20796173855531soft"
18994,"0.0hard/-11756188.68854528652641soft"
19072,"0.0hard/-11753387.48557256723749soft"
19112,"0.0hard/-11753041.91068561506299soft"
19116,"0.0hard/-11741163.02237605244869soft"
19236,"0.0hard/-11731960.22135083862005soft"
19444,"0.0hard/-11729904.08219050721510soft"
19502,"0.0hard/-11725403.76205050067004soft"
19560,"0.0hard/-11724231.62819630478724soft"
19681,"0.0hard/-11722971.88466925146295soft"
19685,"0.0hard/-11720578.03030142646279soft"
19741,"0.0hard/-11718291.51561626362989soft"
19806,"0.0hard/-11709931.43068941752136soft"
20042,"0.0hard/-11707790.29324741977419soft"
20043,"0.0hard/-11705612.63023351274019soft"
20114,"0.0hard/-11705122.66693630923822soft"
20115,"0.0hard/-11703143.31656271584622soft"
20181,"0.0hard/-11699200.30637951150548soft"
20183,"0.0hard/-11697723.76205284776278soft"
20249,"0.0hard/-11697410.44518942954586soft"
20250,"0.0hard/-11697395.49947233442386soft"
20315,"0.0hard/-11694681.62265898202596soft"
20428,"0.0hard/-11688485.14553523742856soft"
20533,"0.0hard/-11683684.33504694934130soft"
20730,"0.0hard/-11682591.34978027546772soft"
20735,"0.0hard/-11681849.44254887677512soft"
20793,"0.0hard/-11680985.76647895544322soft"
20795,"0.0hard/-11676399.43729582848122soft"
20800,"0.0hard/-11671460.45431811883852soft"
20869,"0.0hard/-11670853.73876963510808soft"
20992,"0.0hard/-11670640.97999124900228soft"
20993,"0.0hard/-11668808.75482508653488soft"
20996,"0.0hard/-11665891.90181462566338soft"
21060,"0.0hard/-11660587.86532200203171soft"
21178,"0.0hard/-11654210.07566761436101soft"
21178,"0.0hard/-11646437.77239779060501soft"
21515,"0.0hard/-11643346.96915820954122soft"
21587,"0.0hard/-11641815.77655812249674soft"
21588,"0.0hard/-11641794.45589899214274soft"
21663,"0.0hard/-11638300.25003189117800soft"
21664,"0.0hard/-11638196.78286005660330soft"
21766,"0.0hard/-11636291.39159747781043soft"
21859,"0.0hard/-11630812.27586625052452soft"
21987,"0.0hard/-11630084.38654186989736soft"
22056,"0.0hard/-11620384.25295208195170soft"
22159,"0.0hard/-11619228.53246964928190soft"
22457,"0.0hard/-11608246.02060172175130soft"
23019,"0.0hard/-11605672.75316180055269soft"
23021,"0.0hard/-11600517.79933130755089soft"
23265,"0.0hard/-11599345.62956824866569soft"
23266,"0.0hard/-11583148.07214234225669soft"
24104,"0.0hard/-11581326.14876403829554soft"
24106,"0.0hard/-11580558.57944355457694soft"
24106,"0.0hard/-11575011.98894422905844soft"
24368,"0.0hard/-11573551.82089767534670soft"
24369,"0.0hard/-11571475.55083770718970soft"
24447,"0.0hard/-11568538.88911670054124soft"
24540,"0.0hard/-11568349.68699026117872soft"
24574,"0.0hard/-11566140.87257883318732soft"
24609,"0.0hard/-11565798.27467294963031soft"
24618,"0.0hard/-11565272.57327715199191soft"
