"timeMillisSpent","score"
9400,"0hard/-10578928soft"
9437,"0hard/-10578924soft"
9500,"0hard/-10578917soft"
9522,"0hard/-10578911soft"
9578,"0hard/-10576355soft"
9603,"0hard/-10576349soft"
9624,"0hard/-10575020soft"
9647,"0hard/-10575016soft"
9668,"0hard/-10575010soft"
9688,"0hard/-10575005soft"
9713,"0hard/-10570404soft"
9732,"0hard/-10567779soft"
9765,"0hard/-10567775soft"
9788,"0hard/-10567769soft"
9808,"0hard/-10567753soft"
9826,"0hard/-10567732soft"
9843,"0hard/-10567730soft"
9861,"0hard/-10567462soft"
9878,"0hard/-10567455soft"
9896,"0hard/-10567441soft"
9913,"0hard/-10564369soft"
9931,"0hard/-10564361soft"
9949,"0hard/-10564359soft"
9967,"0hard/-10564354soft"
9984,"0hard/-10563891soft"
10003,"0hard/-10563886soft"
10046,"0hard/-10563880soft"
10063,"0hard/-10563876soft"
10081,"0hard/-10561781soft"
10099,"0hard/-10561774soft"
10117,"0hard/-10561770soft"
10134,"0hard/-10561768soft"
10167,"0hard/-10561764soft"
10186,"0hard/-10561763soft"
10204,"0hard/-10561753soft"
10221,"0hard/-10561752soft"
10238,"0hard/-10561751soft"
10256,"0hard/-10558092soft"
10273,"0hard/-10558076soft"
10290,"0hard/-10558073soft"
10308,"0hard/-10554811soft"
10326,"0hard/-10550188soft"
10344,"0hard/-10550185soft"
10362,"0hard/-10548168soft"
10384,"0hard/-10546592soft"
10403,"0hard/-10546582soft"
10422,"0hard/-10546579soft"
10441,"0hard/-10540152soft"
10460,"0hard/-10534437soft"
10489,"0hard/-10534355soft"
10506,"0hard/-10534354soft"
10526,"0hard/-10534346soft"
10562,"0hard/-10534339soft"
10583,"0hard/-10534335soft"
10604,"0hard/-10534328soft"
10623,"0hard/-10534324soft"
10641,"0hard/-10534322soft"
10663,"0hard/-10531705soft"
10679,"0hard/-10531373soft"
10694,"0hard/-10518030soft"
10710,"0hard/-10518026soft"
10725,"0hard/-10518025soft"
10739,"0hard/-10518020soft"
10755,"0hard/-10518016soft"
10770,"0hard/-10518015soft"
10785,"0hard/-10513143soft"
10800,"0hard/-10513139soft"
10816,"0hard/-10513137soft"
10831,"0hard/-10513132soft"
10846,"0hard/-10513120soft"
10861,"0hard/-10510428soft"
10891,"0hard/-10507218soft"
10907,"0hard/-10507148soft"
10922,"0hard/-10507144soft"
10938,"0hard/-10500400soft"
10955,"0hard/-10500399soft"
10971,"0hard/-10497129soft"
10987,"0hard/-10494668soft"
11003,"0hard/-10494661soft"
11018,"0hard/-10494656soft"
11035,"0hard/-10494579soft"
11051,"0hard/-10494576soft"
11067,"0hard/-10494572soft"
11083,"0hard/-10494570soft"
11099,"0hard/-10494569soft"
11113,"0hard/-10494564soft"
11128,"0hard/-10493570soft"
11158,"0hard/-10493565soft"
11173,"0hard/-10491879soft"
11189,"0hard/-10491876soft"
11204,"0hard/-10491875soft"
11219,"0hard/-10491212soft"
11256,"0hard/-10491203soft"
11272,"0hard/-10491200soft"
11288,"0hard/-10491197soft"
