"timeMillisSpent","score"
8,"0hard/-5716695soft"
19,"0hard/-5716691soft"
29,"0hard/-5716681soft"
48,"0hard/-5716680soft"
59,"0hard/-5716660soft"
60,"0hard/-5663562soft"
72,"0hard/-5663551soft"
73,"0hard/-5610454soft"
82,"0hard/-5610453soft"
94,"0hard/-5610443soft"
109,"0hard/-5609598soft"
113,"0hard/-5609550soft"
129,"0hard/-5609454soft"
129,"0hard/-5576504soft"
155,"0hard/-5576306soft"
156,"0hard/-5536729soft"
157,"0hard/-5477003soft"
159,"0hard/-5444055soft"
161,"0hard/-5423905soft"
199,"0hard/-5408416soft"
233,"0hard/-5375471soft"
244,"0hard/-5375468soft"
249,"0hard/-5355319soft"
252,"0hard/-5337857soft"
260,"0hard/-5337264soft"
277,"0hard/-5337101soft"
