"timeMillisSpent","score"
11062,"0hard/-83860031soft"
11134,"0hard/-83827200soft"
11151,"0hard/-83807746soft"
11168,"0hard/-83789457soft"
11172,"0hard/-83766310soft"
11211,"0hard/-83738022soft"
11238,"0hard/-83729160soft"
11242,"0hard/-83700046soft"
11269,"0hard/-83691720soft"
11279,"0hard/-83684973soft"
11290,"0hard/-83667071soft"
11305,"0hard/-83609316soft"
11311,"0hard/-83605671soft"
11333,"0hard/-83605079soft"
11342,"0hard/-83596206soft"
11370,"0hard/-83563103soft"
11378,"0hard/-83551863soft"
11389,"0hard/-83517441soft"
11398,"0hard/-83501774soft"
11401,"0hard/-83489586soft"
11405,"0hard/-83475851soft"
11419,"0hard/-83456429soft"
11424,"0hard/-83450239soft"
11433,"0hard/-83449138soft"
11449,"0hard/-83442111soft"
11452,"0hard/-83434953soft"
11462,"0hard/-83417389soft"
11465,"0hard/-83413677soft"
11468,"0hard/-83406141soft"
11471,"0hard/-83387970soft"
11475,"0hard/-83385078soft"
11479,"0hard/-83373609soft"
11483,"0hard/-83362981soft"
11489,"0hard/-83361271soft"
11491,"0hard/-83348047soft"
11495,"0hard/-83331865soft"
11503,"0hard/-83325161soft"
11525,"0hard/-83315855soft"
11528,"0hard/-83310140soft"
11530,"0hard/-83297563soft"
11540,"0hard/-83288419soft"
11546,"0hard/-83275873soft"
11552,"0hard/-83269518soft"
11560,"0hard/-83265777soft"
11563,"0hard/-83258459soft"
11566,"0hard/-83241673soft"
11571,"0hard/-83229045soft"
11573,"0hard/-83208204soft"
11574,"0hard/-83195975soft"
11579,"0hard/-83194119soft"
11582,"0hard/-83177389soft"
11584,"0hard/-83174324soft"
11586,"0hard/-83156638soft"
11589,"0hard/-83134821soft"
11593,"0hard/-83117702soft"
11597,"0hard/-83116061soft"
11603,"0hard/-83109003soft"
11606,"0hard/-83092677soft"
11609,"0hard/-83075277soft"
11614,"0hard/-83048846soft"
11617,"0hard/-83047028soft"
11620,"0hard/-83046558soft"
11628,"0hard/-83016639soft"
11632,"0hard/-83006078soft"
11637,"0hard/-82993011soft"
11667,"0hard/-82958331soft"
11676,"0hard/-82942943soft"
11679,"0hard/-82938336soft"
11686,"0hard/-82895221soft"
11693,"0hard/-82879191soft"
11695,"0hard/-82870500soft"
11700,"0hard/-82869425soft"
11707,"0hard/-82862967soft"
11709,"0hard/-82860068soft"
11713,"0hard/-82855887soft"
11714,"0hard/-82837592soft"
11719,"0hard/-82832930soft"
11729,"0hard/-82810878soft"
11742,"0hard/-82803965soft"
11744,"0hard/-82794005soft"
11746,"0hard/-82782408soft"
11748,"0hard/-82780936soft"
11756,"0hard/-82770138soft"
11761,"0hard/-82764912soft"
11767,"0hard/-82760273soft"
