"timeMillisSpent","score"
294,"0hard/-3674159soft"
319,"0hard/-3672842soft"
338,"0hard/-3669448soft"
357,"0hard/-3643729soft"
373,"0hard/-3638371soft"
383,"0hard/-3636817soft"
399,"0hard/-3635758soft"
412,"0hard/-3635468soft"
424,"0hard/-3623478soft"
472,"0hard/-3623237soft"
491,"0hard/-3623023soft"
506,"0hard/-3622856soft"
556,"0hard/-3619819soft"
594,"0hard/-3619803soft"
866,"0hard/-3617749soft"
938,"0hard/-3596341soft"
963,"0hard/-3594692soft"
997,"0hard/-3581743soft"
1014,"0hard/-3580021soft"
1045,"0hard/-3579952soft"
1075,"0hard/-3579847soft"
1095,"0hard/-3578676soft"
19147,"0hard/-3578611soft"
28268,"0hard/-3578453soft"
28330,"0hard/-3578444soft"
28346,"0hard/-3578091soft"
33223,"0hard/-3578061soft"
36164,"0hard/-3577991soft"
36176,"0hard/-3577931soft"
40407,"0hard/-3553883soft"
40472,"0hard/-3553349soft"
40521,"0hard/-3553160soft"
42866,"0hard/-3552341soft"
42889,"0hard/-3552038soft"
42983,"0hard/-3551834soft"
