"timeMillisSpent","score"
10,"0hard/-4238395soft"
12,"0hard/-4237765soft"
13,"0hard/-4237628soft"
13,"0hard/-4237252soft"
14,"0hard/-4236202soft"
17,"0hard/-4233691soft"
17,"0hard/-4213542soft"
23,"0hard/-4205073soft"
23,"0hard/-4197618soft"
23,"0hard/-4197260soft"
23,"0hard/-4196802soft"
23,"0hard/-4196318soft"
28,"0hard/-4177971soft"
35,"0hard/-4167053soft"
39,"0hard/-4158403soft"
39,"0hard/-4081209soft"
146,"0hard/-4068970soft"
146,"0hard/-4068456soft"
147,"0hard/-4067909soft"
191,"0hard/-4053029soft"
191,"0hard/-4053023soft"
191,"0hard/-4052905soft"
328,"0hard/-4015938soft"
495,"0hard/-3990653soft"
619,"0hard/-3978917soft"
656,"0hard/-3966329soft"
656,"0hard/-3965416soft"
657,"0hard/-3964956soft"
781,"0hard/-3962597soft"
781,"0hard/-3947429soft"
790,"0hard/-3927789soft"
822,"0hard/-3926002soft"
822,"0hard/-3892917soft"
879,"0hard/-3873472soft"
968,"0hard/-3862148soft"
969,"0hard/-3853276soft"
1014,"0hard/-3845672soft"
1152,"0hard/-3842562soft"
1152,"0hard/-3842546soft"
1152,"0hard/-3826367soft"
1167,"0hard/-3796673soft"
1294,"0hard/-3784423soft"
1294,"0hard/-3783101soft"
1470,"0hard/-3775908soft"
1497,"0hard/-3760883soft"
1497,"0hard/-3749821soft"
1569,"0hard/-3738874soft"
1792,"0hard/-3709229soft"
1980,"0hard/-3701809soft"
1994,"0hard/-3698619soft"
1995,"0hard/-3689858soft"
2153,"0hard/-3679942soft"
2153,"0hard/-3679830soft"
2183,"0hard/-3673351soft"
2285,"0hard/-3672468soft"
2338,"0hard/-3669012soft"
2377,"0hard/-3659455soft"
2377,"0hard/-3653720soft"
2483,"0hard/-3653198soft"
2499,"0hard/-3648400soft"
2500,"0hard/-3638474soft"
2963,"0hard/-3635659soft"
2988,"0hard/-3625880soft"
2991,"0hard/-3625672soft"
3010,"0hard/-3622898soft"
3021,"0hard/-3620051soft"
3153,"0hard/-3619262soft"
3258,"0hard/-3605729soft"
3271,"0hard/-3605352soft"
3271,"0hard/-3605171soft"
