"timeMillisSpent","score"
6,"0hard/-5716695soft"
24,"0hard/-5716691soft"
35,"0hard/-5716681soft"
49,"0hard/-5716680soft"
59,"0hard/-5716660soft"
60,"0hard/-5663562soft"
69,"0hard/-5663551soft"
70,"0hard/-5610454soft"
83,"0hard/-5610453soft"
101,"0hard/-5610443soft"
113,"0hard/-5609598soft"
120,"0hard/-5609550soft"
133,"0hard/-5609454soft"
134,"0hard/-5576504soft"
159,"0hard/-5576306soft"
160,"0hard/-5536729soft"
161,"0hard/-5477003soft"
165,"0hard/-5444055soft"
171,"0hard/-5423905soft"
206,"0hard/-5408416soft"
231,"0hard/-5375471soft"
240,"0hard/-5375468soft"
240,"0hard/-5355319soft"
243,"0hard/-5337857soft"
252,"0hard/-5337264soft"
268,"0hard/-5337101soft"
