"timeMillisSpent","score"
639,"0hard/-3674159soft"
641,"0hard/-3673915soft"
642,"0hard/-3673827soft"
659,"0hard/-3673811soft"
685,"0hard/-3673717soft"
688,"0hard/-3673663soft"
690,"0hard/-3671420soft"
695,"0hard/-3671380soft"
701,"0hard/-3670558soft"
716,"0hard/-3670541soft"
717,"0hard/-3670491soft"
755,"0hard/-3669834soft"
797,"0hard/-3668354soft"
809,"0hard/-3657448soft"
852,"0hard/-3651698soft"
870,"0hard/-3650460soft"
901,"0hard/-3615617soft"
903,"0hard/-3614288soft"
1259,"0hard/-3610143soft"
1324,"0hard/-3609088soft"
1442,"0hard/-3603202soft"
1451,"0hard/-3597670soft"
1491,"0hard/-3592525soft"
1568,"0hard/-3575307soft"
