"timeMillisSpent","score"
124,"0hard/-3674159soft"
125,"0hard/-3673915soft"
126,"0hard/-3673827soft"
128,"0hard/-3673747soft"
130,"0hard/-3673537soft"
133,"0hard/-3673414soft"
135,"0hard/-3670059soft"
136,"0hard/-3668742soft"
136,"0hard/-3646628soft"
138,"0hard/-3633663soft"
139,"0hard/-3633506soft"
152,"0hard/-3633305soft"
164,"0hard/-3633300soft"
177,"0hard/-3632654soft"
193,"0hard/-3632599soft"
229,"0hard/-3620609soft"
236,"0hard/-3619402soft"
261,"0hard/-3619058soft"
282,"0hard/-3614138soft"
284,"0hard/-3613593soft"
287,"0hard/-3608125soft"
293,"0hard/-3607841soft"
310,"0hard/-3606746soft"
313,"0hard/-3606674soft"
337,"0hard/-3605357soft"
342,"0hard/-3605200soft"
