"timeMillisSpent","score"
7,"0hard/-5716695soft"
13,"0hard/-5716692soft"
16,"0hard/-5716688soft"
16,"0hard/-5716683soft"
20,"0hard/-5716681soft"
21,"0hard/-5716636soft"
22,"0hard/-5716525soft"
24,"0hard/-5716524soft"
39,"0hard/-5715719soft"
54,"0hard/-5701185soft"
57,"0hard/-5700444soft"
58,"0hard/-5611927soft"
58,"0hard/-5519393soft"
62,"0hard/-5490819soft"
62,"0hard/-5461390soft"
66,"0hard/-5441651soft"
74,"0hard/-5435768soft"
76,"0hard/-5431251soft"
76,"0hard/-5401413soft"
86,"0hard/-5380745soft"
86,"0hard/-5353001soft"
86,"0hard/-5352993soft"
86,"0hard/-5350868soft"
86,"0hard/-5350789soft"
86,"0hard/-5350219soft"
86,"0hard/-5318006soft"
106,"0hard/-5313942soft"
106,"0hard/-5253477soft"
253,"0hard/-5204962soft"
420,"0hard/-5179041soft"
1375,"0hard/-5147450soft"
1450,"0hard/-5111331soft"
1450,"0hard/-5107431soft"
2084,"0hard/-5099667soft"
3161,"0hard/-5070865soft"
8296,"0hard/-5070171soft"
9599,"0hard/-5045753soft"
9599,"0hard/-5044507soft"
9599,"0hard/-5004973soft"
9599,"0hard/-4993299soft"
9599,"0hard/-4963810soft"
9599,"0hard/-4963047soft"
9599,"0hard/-4959725soft"
9599,"0hard/-4900472soft"
14364,"0hard/-4899893soft"
22622,"0hard/-4897431soft"
22731,"0hard/-4875015soft"
22731,"0hard/-4770461soft"
30206,"0hard/-4756902soft"
30206,"0hard/-4756801soft"
30206,"0hard/-4756496soft"
30206,"0hard/-4699132soft"
38413,"0hard/-4698224soft"
38413,"0hard/-4690640soft"
42175,"0hard/-4673530soft"
42985,"0hard/-4656269soft"
45535,"0hard/-4654936soft"
46127,"0hard/-4638944soft"
46127,"0hard/-4638157soft"
49251,"0hard/-4593138soft"
50766,"0hard/-4536191soft"
50766,"0hard/-4534616soft"
54242,"0hard/-4507653soft"
54242,"0hard/-4507603soft"
