"timeMillisSpent","score"
8,"0hard/-5716695soft"
19,"0hard/-5716497soft"
30,"0hard/-5623813soft"
54,"0hard/-5623772soft"
66,"0hard/-5590822soft"
93,"0hard/-5590818soft"
108,"0hard/-5575328soft"
125,"0hard/-5575283soft"
151,"0hard/-5542333soft"
170,"0hard/-5542282soft"
192,"0hard/-5542267soft"
222,"0hard/-5504660soft"
242,"0hard/-5503815soft"
264,"0hard/-5503809soft"
282,"0hard/-5503807soft"
298,"0hard/-5503806soft"
309,"0hard/-5470856soft"
334,"0hard/-5470835soft"
352,"0hard/-5450687soft"
477,"0hard/-5450682soft"
518,"0hard/-5450679soft"
642,"0hard/-5450549soft"
676,"0hard/-5450542soft"
699,"0hard/-5450535soft"
744,"0hard/-5450520soft"
776,"0hard/-5450513soft"
789,"0hard/-5450512soft"
838,"0hard/-5450279soft"
869,"0hard/-5390560soft"
886,"0hard/-5350984soft"
898,"0hard/-5350983soft"
908,"0hard/-5350976soft"
920,"0hard/-5330828soft"
993,"0hard/-5330299soft"
1008,"0hard/-5330289soft"
1038,"0hard/-5330241soft"
1089,"0hard/-5330231soft"
14709,"0hard/-5291671soft"
14736,"0hard/-5291656soft"
14776,"0hard/-5291342soft"
15807,"0hard/-5290962soft"
15821,"0hard/-5290914soft"
15927,"0hard/-5273103soft"
15945,"0hard/-5257542soft"
15960,"0hard/-5197378soft"
16012,"0hard/-5137122soft"
16042,"0hard/-5076963soft"
16062,"0hard/-5017032soft"
16080,"0hard/-5009501soft"
16110,"0hard/-4976807soft"
16128,"0hard/-4944243soft"
16149,"0hard/-4920570soft"
16173,"0hard/-4860939soft"
16196,"0hard/-4831918soft"
16214,"0hard/-4799058soft"
16237,"0hard/-4739284soft"
16265,"0hard/-4706705soft"
16286,"0hard/-4679342soft"
16304,"0hard/-4667309soft"
16322,"0hard/-4608113soft"
16339,"0hard/-4562886soft"
16356,"0hard/-4535590soft"
16378,"0hard/-4528386soft"
16423,"0hard/-4524893soft"
16445,"0hard/-4523117soft"
16463,"0hard/-4521121soft"
16481,"0hard/-4519947soft"
16503,"0hard/-4513899soft"
16515,"0hard/-4508493soft"
16549,"0hard/-4506083soft"
16562,"0hard/-4505667soft"
16576,"0hard/-4488529soft"
16588,"0hard/-4488180soft"
16599,"0hard/-4488137soft"
16611,"0hard/-4488100soft"
16629,"0hard/-4484652soft"
16657,"0hard/-4484645soft"
16672,"0hard/-4484546soft"
16687,"0hard/-4484354soft"
16699,"0hard/-4467721soft"
16725,"0hard/-4452226soft"
16737,"0hard/-4451944soft"
16748,"0hard/-4426551soft"
16771,"0hard/-4366990soft"
16785,"0hard/-4334601soft"
16797,"0hard/-4307299soft"
16811,"0hard/-4290717soft"
16824,"0hard/-4284005soft"
16837,"0hard/-4208245soft"
16848,"0hard/-4175876soft"
16861,"0hard/-4173376soft"
16882,"0hard/-4172150soft"
16905,"0hard/-4112641soft"
16919,"0hard/-4080268soft"
16936,"0hard/-4080204soft"
16949,"0hard/-4079942soft"
16974,"0hard/-4047577soft"
16988,"0hard/-4047427soft"
17020,"0hard/-4015083soft"
17035,"0hard/-4015070soft"
17053,"0hard/-4014451soft"
17065,"0hard/-4014233soft"
17080,"0hard/-3981915soft"
17146,"0hard/-3981898soft"
17178,"0hard/-3981871soft"
17194,"0hard/-3970063soft"
17212,"0hard/-3969256soft"
17228,"0hard/-3969092soft"
21266,"0hard/-3966724soft"
21283,"0hard/-3966420soft"
21303,"0hard/-3961694soft"
21333,"0hard/-3927193soft"
21390,"0hard/-3927075soft"
21433,"0hard/-3926965soft"
21462,"0hard/-3914975soft"
21541,"0hard/-3914863soft"
21564,"0hard/-3914773soft"
21617,"0hard/-3914757soft"
21647,"0hard/-3914426soft"
21674,"0hard/-3914405soft"
21693,"0hard/-3914392soft"
21907,"0hard/-3914372soft"
21974,"0hard/-3914344soft"
24443,"0hard/-3914284soft"
24542,"0hard/-3914172soft"
24612,"0hard/-3914155soft"
33580,"0hard/-3913634soft"
33603,"0hard/-3913631soft"
33631,"0hard/-3913513soft"
33660,"0hard/-3913478soft"
