"timeMillisSpent","score"
8,"0hard/-5716695soft"
13,"0hard/-5716692soft"
15,"0hard/-5716688soft"
15,"0hard/-5716683soft"
19,"0hard/-5716681soft"
20,"0hard/-5716636soft"
22,"0hard/-5716525soft"
24,"0hard/-5716524soft"
37,"0hard/-5715719soft"
54,"0hard/-5701185soft"
59,"0hard/-5700444soft"
60,"0hard/-5611927soft"
60,"0hard/-5519393soft"
66,"0hard/-5490819soft"
66,"0hard/-5461390soft"
69,"0hard/-5441651soft"
81,"0hard/-5435768soft"
83,"0hard/-5431251soft"
84,"0hard/-5401413soft"
97,"0hard/-5380745soft"
97,"0hard/-5353001soft"
97,"0hard/-5352993soft"
97,"0hard/-5350868soft"
97,"0hard/-5350789soft"
97,"0hard/-5350219soft"
97,"0hard/-5318006soft"
150,"0hard/-5313942soft"
150,"0hard/-5253477soft"
367,"0hard/-5204962soft"
719,"0hard/-5179041soft"
2804,"0hard/-5147450soft"
2968,"0hard/-5111331soft"
2968,"0hard/-5107431soft"
4448,"0hard/-5099667soft"
6687,"0hard/-5070865soft"
20635,"0hard/-5070171soft"
24300,"0hard/-5045753soft"
24300,"0hard/-5044507soft"
24301,"0hard/-5004973soft"
24301,"0hard/-4993299soft"
24301,"0hard/-4963810soft"
24301,"0hard/-4963047soft"
24301,"0hard/-4959725soft"
24301,"0hard/-4900472soft"
37294,"0hard/-4899893soft"
