"timeMillisSpent","score"
147,"0hard/-3674159soft"
148,"0hard/-3673915soft"
148,"0hard/-3673827soft"
153,"0hard/-3673811soft"
163,"0hard/-3673717soft"
164,"0hard/-3673663soft"
165,"0hard/-3671420soft"
166,"0hard/-3671380soft"
168,"0hard/-3670558soft"
181,"0hard/-3670541soft"
181,"0hard/-3670491soft"
195,"0hard/-3669834soft"
215,"0hard/-3668354soft"
221,"0hard/-3657448soft"
253,"0hard/-3651698soft"
266,"0hard/-3650460soft"
281,"0hard/-3615617soft"
282,"0hard/-3614288soft"
1176,"0hard/-3611446soft"
5523,"0hard/-3610906soft"
5822,"0hard/-3609629soft"
5822,"0hard/-3609443soft"
5822,"0hard/-3603209soft"
6485,"0hard/-3599945soft"
9818,"0hard/-3598519soft"
21652,"0hard/-3597352soft"
24079,"0hard/-3583629soft"
28110,"0hard/-3582965soft"
52775,"0hard/-3570154soft"
