"timeMillisSpent","score"
372,"0hard/-46463943soft"
377,"0hard/-46421421soft"
378,"0hard/-46419112soft"
378,"0hard/-46392369soft"
380,"0hard/-46389860soft"
380,"0hard/-46385316soft"
381,"0hard/-46364356soft"
382,"0hard/-46361881soft"
382,"0hard/-46352795soft"
383,"0hard/-46323038soft"
383,"0hard/-46313048soft"
383,"0hard/-46293417soft"
384,"0hard/-46276083soft"
384,"0hard/-46273328soft"
385,"0hard/-46251734soft"
385,"0hard/-46214066soft"
385,"0hard/-46183019soft"
386,"0hard/-46181802soft"
386,"0hard/-46175433soft"
386,"0hard/-46161495soft"
387,"0hard/-46154812soft"
387,"0hard/-46145033soft"
388,"0hard/-46140099soft"
388,"0hard/-46135798soft"
389,"0hard/-46109753soft"
389,"0hard/-46087192soft"
389,"0hard/-46079291soft"
390,"0hard/-46076604soft"
390,"0hard/-46071556soft"
390,"0hard/-46039985soft"
391,"0hard/-45979361soft"
410,"0hard/-45973777soft"
411,"0hard/-45972252soft"
411,"0hard/-45954713soft"
412,"0hard/-45893899soft"
412,"0hard/-45856153soft"
483,"0hard/-45842597soft"
485,"0hard/-45822011soft"
488,"0hard/-45809146soft"
488,"0hard/-45803977soft"
516,"0hard/-45792343soft"
516,"0hard/-45789515soft"
517,"0hard/-45785145soft"
517,"0hard/-45780635soft"
544,"0hard/-45733619soft"
545,"0hard/-45723714soft"
546,"0hard/-45699883soft"
546,"0hard/-45699263soft"
546,"0hard/-45677791soft"
547,"0hard/-45650850soft"
578,"0hard/-45628681soft"
578,"0hard/-45617918soft"
676,"0hard/-45598802soft"
676,"0hard/-45597025soft"
677,"0hard/-45573077soft"
677,"0hard/-45548550soft"
678,"0hard/-45539786soft"
678,"0hard/-45536342soft"
678,"0hard/-45519121soft"
679,"0hard/-45517275soft"
679,"0hard/-45499126soft"
679,"0hard/-45498083soft"
680,"0hard/-45469659soft"
685,"0hard/-45467983soft"
685,"0hard/-45448018soft"
891,"0hard/-45447552soft"
891,"0hard/-45422008soft"
892,"0hard/-45408244soft"
892,"0hard/-45398697soft"
893,"0hard/-45351443soft"
893,"0hard/-45339797soft"
894,"0hard/-45321876soft"
894,"0hard/-45312210soft"
1015,"0hard/-45287100soft"
1347,"0hard/-45276949soft"
1347,"0hard/-45270648soft"
2779,"0hard/-45266529soft"
2779,"0hard/-45252559soft"
2780,"0hard/-45238894soft"
2780,"0hard/-45238362soft"
2781,"0hard/-45213721soft"
2781,"0hard/-45211734soft"
2781,"0hard/-45185830soft"
2782,"0hard/-45174481soft"
4215,"0hard/-45167603soft"
4215,"0hard/-45074114soft"
4216,"0hard/-45066751soft"
4216,"0hard/-45047121soft"
5268,"0hard/-45038584soft"
5268,"0hard/-45020055soft"
5269,"0hard/-45008879soft"
5269,"0hard/-44994813soft"
5270,"0hard/-44974425soft"
7137,"0hard/-44953659soft"
7138,"0hard/-44947488soft"
7138,"0hard/-44937929soft"
7139,"0hard/-44936223soft"
7139,"0hard/-44890934soft"
7140,"0hard/-44861443soft"
7140,"0hard/-44845334soft"
7140,"0hard/-44827329soft"
11068,"0hard/-44808038soft"
11068,"0hard/-44801804soft"
11069,"0hard/-44733159soft"
11069,"0hard/-44732483soft"
11069,"0hard/-44726384soft"
11070,"0hard/-44724107soft"
13794,"0hard/-44700452soft"
13795,"0hard/-44685668soft"
13795,"0hard/-44641815soft"
13796,"0hard/-44619845soft"
13796,"0hard/-44607910soft"
13796,"0hard/-44605974soft"
17818,"0hard/-44601172soft"
17912,"0hard/-44592762soft"
17912,"0hard/-44570061soft"
17913,"0hard/-44567146soft"
17913,"0hard/-44547410soft"
17914,"0hard/-44543012soft"
17914,"0hard/-44542708soft"
19496,"0hard/-44542122soft"
19496,"0hard/-44526615soft"
19496,"0hard/-44509499soft"
19497,"0hard/-44487207soft"
19497,"0hard/-44478383soft"
19770,"0hard/-44461035soft"
19770,"0hard/-44438450soft"
19771,"0hard/-44438322soft"
19771,"0hard/-44434435soft"
19771,"0hard/-44431268soft"
19772,"0hard/-44431103soft"
19927,"0hard/-44407015soft"
20032,"0hard/-44403851soft"
20033,"0hard/-44399775soft"
20033,"0hard/-44393625soft"
21633,"0hard/-44280236soft"
21633,"0hard/-44259656soft"
21633,"0hard/-44238774soft"
21634,"0hard/-44235781soft"
21939,"0hard/-44221468soft"
21939,"0hard/-44186199soft"
21939,"0hard/-44181888soft"
21940,"0hard/-44150787soft"
21940,"0hard/-44122751soft"
21941,"0hard/-44114323soft"
21941,"0hard/-44110783soft"
21941,"0hard/-44094597soft"
21942,"0hard/-44056217soft"
21942,"0hard/-44053122soft"
27756,"0hard/-44042218soft"
27756,"0hard/-44029223soft"
27757,"0hard/-44006814soft"
27757,"0hard/-43990443soft"
27758,"0hard/-43970848soft"
28381,"0hard/-43966398soft"
28382,"0hard/-43931710soft"
28382,"0hard/-43930033soft"
28382,"0hard/-43911331soft"
28383,"0hard/-43898651soft"
28383,"0hard/-43881046soft"
28383,"0hard/-43872156soft"
28384,"0hard/-43868198soft"
28384,"0hard/-43831714soft"
30454,"0hard/-43819787soft"
30455,"0hard/-43776829soft"
30455,"0hard/-43770079soft"
30456,"0hard/-43767187soft"
30456,"0hard/-43763440soft"
30456,"0hard/-43740636soft"
30457,"0hard/-43713332soft"
30457,"0hard/-43685449soft"
33364,"0hard/-43673556soft"
33364,"0hard/-43653351soft"
33365,"0hard/-43627326soft"
33366,"0hard/-43615160soft"
33367,"0hard/-43569972soft"
33367,"0hard/-43556569soft"
33367,"0hard/-43556316soft"
33368,"0hard/-43536205soft"
33368,"0hard/-43530539soft"
33368,"0hard/-43529418soft"
33369,"0hard/-43511464soft"
33369,"0hard/-43506583soft"
33370,"0hard/-43504039soft"
33370,"0hard/-43480673soft"
33371,"0hard/-43440772soft"
33371,"0hard/-43438867soft"
33371,"0hard/-43405443soft"
33372,"0hard/-43385966soft"
33372,"0hard/-43368398soft"
33372,"0hard/-43368260soft"
33373,"0hard/-43360834soft"
33373,"0hard/-43335500soft"
33374,"0hard/-43334770soft"
33374,"0hard/-43313607soft"
33374,"0hard/-43308347soft"
33375,"0hard/-43304879soft"
33375,"0hard/-43296013soft"
33375,"0hard/-43273773soft"
33376,"0hard/-43241374soft"
33377,"0hard/-43237472soft"
33377,"0hard/-43226061soft"
33377,"0hard/-43185006soft"
33378,"0hard/-43162975soft"
33378,"0hard/-43162108soft"
33378,"0hard/-43161155soft"
33379,"0hard/-43158465soft"
33379,"0hard/-43140479soft"
33380,"0hard/-43117123soft"
33380,"0hard/-43110786soft"
33380,"0hard/-43105714soft"
33381,"0hard/-43103567soft"
33381,"0hard/-43099228soft"
33382,"0hard/-43096673soft"
47524,"0hard/-43095748soft"
47957,"0hard/-43072746soft"
47958,"0hard/-43059562soft"
47958,"0hard/-43020525soft"
52660,"0hard/-43011067soft"
52660,"0hard/-43009339soft"
59159,"0hard/-42997659soft"
59159,"0hard/-42977880soft"
59159,"0hard/-42971230soft"
59160,"0hard/-42933447soft"
59160,"0hard/-42929512soft"
59161,"0hard/-42928380soft"
59161,"0hard/-42926227soft"
63566,"0hard/-42915352soft"
63566,"0hard/-42897026soft"
72268,"0hard/-42879568soft"
72268,"0hard/-42827385soft"
72270,"0hard/-42824988soft"
72270,"0hard/-42824734soft"
72270,"0hard/-42790956soft"
72271,"0hard/-42787942soft"
72271,"0hard/-42786248soft"
