"timeMillisSpent","score"
9,"0hard/-5716695soft"
40,"0hard/-5716692soft"
41,"0hard/-5716688soft"
41,"0hard/-5716683soft"
45,"0hard/-5716681soft"
46,"0hard/-5716636soft"
48,"0hard/-5716525soft"
50,"0hard/-5716524soft"
79,"0hard/-5715719soft"
122,"0hard/-5701185soft"
129,"0hard/-5700444soft"
167,"0hard/-5611927soft"
167,"0hard/-5519393soft"
194,"0hard/-5490819soft"
194,"0hard/-5461390soft"
244,"0hard/-5441651soft"
279,"0hard/-5418346soft"
293,"0hard/-5417154soft"
294,"0hard/-5411827soft"
295,"0hard/-5411679soft"
314,"0hard/-5404671soft"
315,"0hard/-5404488soft"
321,"0hard/-5396642soft"
321,"0hard/-5392243soft"
321,"0hard/-5392207soft"
330,"0hard/-5391908soft"
341,"0hard/-5363813soft"
342,"0hard/-5356645soft"
352,"0hard/-5355661soft"
352,"0hard/-5285157soft"
352,"0hard/-5281211soft"
352,"0hard/-5263036soft"
352,"0hard/-5238857soft"
381,"0hard/-5220410soft"
382,"0hard/-5219755soft"
384,"0hard/-5219439soft"
413,"0hard/-5198933soft"
416,"0hard/-5186395soft"
431,"0hard/-5047106soft"
431,"0hard/-5046727soft"
431,"0hard/-5046723soft"
463,"0hard/-4961464soft"
463,"0hard/-4961463soft"
463,"0hard/-4959911soft"
463,"0hard/-4959749soft"
463,"0hard/-4959595soft"
463,"0hard/-4948431soft"
560,"0hard/-4933313soft"
583,"0hard/-4886715soft"
609,"0hard/-4862366soft"
641,"0hard/-4847679soft"
641,"0hard/-4846668soft"
671,"0hard/-4818912soft"
671,"0hard/-4818426soft"
671,"0hard/-4748096soft"
671,"0hard/-4732601soft"
809,"0hard/-4583406soft"
809,"0hard/-4581724soft"
809,"0hard/-4548745soft"
937,"0hard/-4548449soft"
966,"0hard/-4537007soft"
966,"0hard/-4514465soft"
966,"0hard/-4494233soft"
1040,"0hard/-4494112soft"
1063,"0hard/-4469895soft"
1063,"0hard/-4469731soft"
1063,"0hard/-4451794soft"
1148,"0hard/-4440323soft"
1149,"0hard/-4430833soft"
1150,"0hard/-4429435soft"
1150,"0hard/-4363143soft"
1317,"0hard/-4362884soft"
1318,"0hard/-4362668soft"
1456,"0hard/-4338366soft"
1600,"0hard/-4323936soft"
1600,"0hard/-4319610soft"
1726,"0hard/-4311599soft"
2029,"0hard/-4306845soft"
2030,"0hard/-4277562soft"
2066,"0hard/-4273125soft"
2069,"0hard/-4270743soft"
2231,"0hard/-4255968soft"
2518,"0hard/-4238584soft"
2543,"0hard/-4223186soft"
2543,"0hard/-4165912soft"
2697,"0hard/-4147896soft"
2794,"0hard/-4147484soft"
2831,"0hard/-4113775soft"
2896,"0hard/-4071821soft"
2896,"0hard/-4055529soft"
2968,"0hard/-4051508soft"
2968,"0hard/-4050912soft"
3105,"0hard/-4037074soft"
3129,"0hard/-4027741soft"
3193,"0hard/-4023002soft"
3269,"0hard/-4013946soft"
3269,"0hard/-3989888soft"
3416,"0hard/-3986518soft"
3417,"0hard/-3950533soft"
3417,"0hard/-3949426soft"
3779,"0hard/-3940411soft"
4021,"0hard/-3903457soft"
4081,"0hard/-3896899soft"
4245,"0hard/-3896412soft"
4417,"0hard/-3873956soft"
4856,"0hard/-3871201soft"
4857,"0hard/-3864422soft"
5001,"0hard/-3864226soft"
5029,"0hard/-3863073soft"
5103,"0hard/-3858318soft"
5104,"0hard/-3832925soft"
5106,"0hard/-3832238soft"
5107,"0hard/-3829946soft"
5186,"0hard/-3827244soft"
5301,"0hard/-3825672soft"
5383,"0hard/-3821656soft"
5384,"0hard/-3821402soft"
5384,"0hard/-3820543soft"
5384,"0hard/-3820416soft"
5386,"0hard/-3814468soft"
5406,"0hard/-3782687soft"
5734,"0hard/-3780221soft"
6380,"0hard/-3779826soft"
6380,"0hard/-3779569soft"
6531,"0hard/-3753190soft"
6776,"0hard/-3739257soft"
7028,"0hard/-3732318soft"
7055,"0hard/-3730010soft"
7673,"0hard/-3723125soft"
7673,"0hard/-3721937soft"
7673,"0hard/-3715787soft"
8101,"0hard/-3705723soft"
8101,"0hard/-3705671soft"
8103,"0hard/-3703045soft"
8120,"0hard/-3700879soft"
8304,"0hard/-3697415soft"
9363,"0hard/-3697086soft"
9363,"0hard/-3693593soft"
9363,"0hard/-3693500soft"
9364,"0hard/-3678529soft"
9364,"0hard/-3678528soft"
10072,"0hard/-3676745soft"
10383,"0hard/-3667192soft"
10383,"0hard/-3667023soft"
10383,"0hard/-3666119soft"
10460,"0hard/-3663838soft"
10460,"0hard/-3662003soft"
10814,"0hard/-3652627soft"
11495,"0hard/-3647282soft"
11495,"0hard/-3647180soft"
11878,"0hard/-3642250soft"
11884,"0hard/-3637866soft"
12117,"0hard/-3630447soft"
12834,"0hard/-3616201soft"
13808,"0hard/-3614997soft"
14668,"0hard/-3614968soft"
14669,"0hard/-3614866soft"
15212,"0hard/-3614529soft"
16053,"0hard/-3613433soft"
16086,"0hard/-3610778soft"
