"timeMillisSpent","score"
756,"0hard/-11203958soft"
761,"0hard/-11202954soft"
762,"0hard/-11202822soft"
762,"0hard/-11201671soft"
763,"0hard/-11201069soft"
764,"0hard/-11200088soft"
765,"0hard/-11196926soft"
766,"0hard/-11190236soft"
767,"0hard/-11182893soft"
768,"0hard/-11182713soft"
769,"0hard/-11173253soft"
769,"0hard/-11164506soft"
771,"0hard/-11164358soft"
772,"0hard/-11163229soft"
772,"0hard/-11153238soft"
773,"0hard/-11152878soft"
774,"0hard/-11149517soft"
774,"0hard/-11138020soft"
774,"0hard/-11135084soft"
776,"0hard/-11133731soft"
777,"0hard/-11131224soft"
778,"0hard/-11118880soft"
778,"0hard/-11109595soft"
778,"0hard/-11109049soft"
780,"0hard/-11108647soft"
781,"0hard/-11103594soft"
782,"0hard/-11102888soft"
783,"0hard/-11100492soft"
783,"0hard/-11097568soft"
784,"0hard/-11096133soft"
785,"0hard/-11096109soft"
786,"0hard/-11094921soft"
787,"0hard/-11087545soft"
788,"0hard/-11077687soft"
788,"0hard/-11066110soft"
789,"0hard/-11057573soft"
789,"0hard/-11057269soft"
790,"0hard/-11055564soft"
791,"0hard/-11053474soft"
793,"0hard/-11050546soft"
794,"0hard/-11042176soft"
795,"0hard/-11041132soft"
796,"0hard/-11039680soft"
797,"0hard/-11036583soft"
797,"0hard/-11035079soft"
798,"0hard/-11034960soft"
799,"0hard/-11034950soft"
800,"0hard/-11034560soft"
803,"0hard/-11029451soft"
804,"0hard/-11028580soft"
804,"0hard/-11008502soft"
804,"0hard/-11004366soft"
805,"0hard/-11004028soft"
808,"0hard/-10999683soft"
809,"0hard/-10999265soft"
809,"0hard/-10998331soft"
810,"0hard/-10995301soft"
811,"0hard/-10991432soft"
811,"0hard/-10987493soft"
813,"0hard/-10986290soft"
814,"0hard/-10978983soft"
815,"0hard/-10964653soft"
815,"0hard/-10960631soft"
815,"0hard/-10960237soft"
817,"0hard/-10953659soft"
818,"0hard/-10951537soft"
820,"0hard/-10948578soft"
821,"0hard/-10948037soft"
821,"0hard/-10935997soft"
825,"0hard/-10934153soft"
826,"0hard/-10928706soft"
835,"0hard/-10928689soft"
836,"0hard/-10927895soft"
840,"0hard/-10921041soft"
842,"0hard/-10920552soft"
844,"0hard/-10920480soft"
850,"0hard/-10916562soft"
854,"0hard/-10915866soft"
854,"0hard/-10909758soft"
855,"0hard/-10909706soft"
859,"0hard/-10908918soft"
860,"0hard/-10906100soft"
860,"0hard/-10896943soft"
860,"0hard/-10896059soft"
861,"0hard/-10889354soft"
862,"0hard/-10885964soft"
863,"0hard/-10885923soft"
863,"0hard/-10868135soft"
865,"0hard/-10868123soft"
866,"0hard/-10862629soft"
867,"0hard/-10857837soft"
868,"0hard/-10851820soft"
869,"0hard/-10848758soft"
869,"0hard/-10848497soft"
869,"0hard/-10846147soft"
872,"0hard/-10845818soft"
873,"0hard/-10845799soft"
873,"0hard/-10844532soft"
874,"0hard/-10842787soft"
875,"0hard/-10841692soft"
876,"0hard/-10840576soft"
877,"0hard/-10832400soft"
878,"0hard/-10832068soft"
880,"0hard/-10829925soft"
881,"0hard/-10818100soft"
882,"0hard/-10816160soft"
882,"0hard/-10807644soft"
882,"0hard/-10806309soft"
885,"0hard/-10804604soft"
886,"0hard/-10794044soft"
886,"0hard/-10792443soft"
888,"0hard/-10792217soft"
889,"0hard/-10783435soft"
891,"0hard/-10781450soft"
895,"0hard/-10781036soft"
897,"0hard/-10776679soft"
899,"0hard/-10776603soft"
902,"0hard/-10770797soft"
902,"0hard/-10761518soft"
903,"0hard/-10751907soft"
904,"0hard/-10751873soft"
906,"0hard/-10751769soft"
906,"0hard/-10750483soft"
909,"0hard/-10750446soft"
910,"0hard/-10749846soft"
912,"0hard/-10749814soft"
913,"0hard/-10749726soft"
914,"0hard/-10749605soft"
916,"0hard/-10744906soft"
917,"0hard/-10743056soft"
918,"0hard/-10741258soft"
919,"0hard/-10740087soft"
920,"0hard/-10739571soft"
922,"0hard/-10737310soft"
922,"0hard/-10737157soft"
923,"0hard/-10737031soft"
923,"0hard/-10736974soft"
924,"0hard/-10734097soft"
925,"0hard/-10732562soft"
926,"0hard/-10731943soft"
927,"0hard/-10729708soft"
929,"0hard/-10729687soft"
930,"0hard/-10728821soft"
931,"0hard/-10720768soft"
932,"0hard/-10719929soft"
932,"0hard/-10717813soft"
933,"0hard/-10717371soft"
935,"0hard/-10714510soft"
936,"0hard/-10710164soft"
937,"0hard/-10710030soft"
937,"0hard/-10710029soft"
938,"0hard/-10709180soft"
938,"0hard/-10705408soft"
939,"0hard/-10705229soft"
940,"0hard/-10699721soft"
940,"0hard/-10697310soft"
940,"0hard/-10697012soft"
941,"0hard/-10695178soft"
942,"0hard/-10694916soft"
944,"0hard/-10694068soft"
947,"0hard/-10693855soft"
949,"0hard/-10689128soft"
950,"0hard/-10688854soft"
950,"0hard/-10688402soft"
951,"0hard/-10684037soft"
952,"0hard/-10683671soft"
953,"0hard/-10681409soft"
954,"0hard/-10680466soft"
955,"0hard/-10679884soft"
956,"0hard/-10673126soft"
957,"0hard/-10672732soft"
957,"0hard/-10667632soft"
958,"0hard/-10663084soft"
959,"0hard/-10662615soft"
961,"0hard/-10653505soft"
962,"0hard/-10651883soft"
963,"0hard/-10647733soft"
964,"0hard/-10646523soft"
964,"0hard/-10645615soft"
966,"0hard/-10645581soft"
967,"0hard/-10637833soft"
968,"0hard/-10637420soft"
968,"0hard/-10632382soft"
970,"0hard/-10615847soft"
971,"0hard/-10604027soft"
972,"0hard/-10603631soft"
974,"0hard/-10603314soft"
975,"0hard/-10597907soft"
976,"0hard/-10596912soft"
976,"0hard/-10595902soft"
977,"0hard/-10595001soft"
977,"0hard/-10594851soft"
978,"0hard/-10593342soft"
978,"0hard/-10589371soft"
979,"0hard/-10586471soft"
979,"0hard/-10586162soft"
981,"0hard/-10583381soft"
982,"0hard/-10574367soft"
982,"0hard/-10570891soft"
982,"0hard/-10570341soft"
984,"0hard/-10569928soft"
985,"0hard/-10566049soft"
987,"0hard/-10562913soft"
988,"0hard/-10562007soft"
990,"0hard/-10560670soft"
992,"0hard/-10560476soft"
993,"0hard/-10560447soft"
996,"0hard/-10559694soft"
997,"0hard/-10559525soft"
997,"0hard/-10557298soft"
998,"0hard/-10556059soft"
1000,"0hard/-10548449soft"
1002,"0hard/-10547857soft"
1003,"0hard/-10547589soft"
1005,"0hard/-10539099soft"
1006,"0hard/-10535955soft"
1007,"0hard/-10535886soft"
1008,"0hard/-10535720soft"
1009,"0hard/-10535613soft"
1011,"0hard/-10534880soft"
1011,"0hard/-10534792soft"
1012,"0hard/-10534198soft"
1013,"0hard/-10531622soft"
1015,"0hard/-10527300soft"
1017,"0hard/-10527043soft"
1017,"0hard/-10521966soft"
1018,"0hard/-10521733soft"
1019,"0hard/-10520573soft"
1021,"0hard/-10520505soft"
1022,"0hard/-10520322soft"
1023,"0hard/-10520043soft"
1025,"0hard/-10519995soft"
1026,"0hard/-10519858soft"
1027,"0hard/-10519389soft"
1028,"0hard/-10516250soft"
1028,"0hard/-10512888soft"
1033,"0hard/-10512289soft"
1034,"0hard/-10507275soft"
1036,"0hard/-10507220soft"
1037,"0hard/-10505182soft"
1038,"0hard/-10505117soft"
1038,"0hard/-10496739soft"
1039,"0hard/-10489221soft"
1040,"0hard/-10488767soft"
1040,"0hard/-10488729soft"
1042,"0hard/-10488170soft"
1043,"0hard/-10487204soft"
1044,"0hard/-10486643soft"
1045,"0hard/-10484158soft"
1046,"0hard/-10483784soft"
1046,"0hard/-10481447soft"
1047,"0hard/-10479271soft"
1049,"0hard/-10479084soft"
1049,"0hard/-10478934soft"
1050,"0hard/-10478555soft"
1051,"0hard/-10476191soft"
1051,"0hard/-10470425soft"
1061,"0hard/-10467569soft"
1064,"0hard/-10467304soft"
1065,"0hard/-10466396soft"
1070,"0hard/-10466379soft"
1071,"0hard/-10464776soft"
1072,"0hard/-10460962soft"
1073,"0hard/-10459309soft"
1073,"0hard/-10458021soft"
1074,"0hard/-10456411soft"
1075,"0hard/-10445152soft"
1076,"0hard/-10444258soft"
1077,"0hard/-10434735soft"
1077,"0hard/-10434570soft"
1078,"0hard/-10433950soft"
1080,"0hard/-10433275soft"
1081,"0hard/-10427106soft"
1082,"0hard/-10426390soft"
1083,"0hard/-10419349soft"
1083,"0hard/-10419016soft"
1084,"0hard/-10418502soft"
1086,"0hard/-10418444soft"
1088,"0hard/-10418165soft"
1089,"0hard/-10417936soft"
1089,"0hard/-10417479soft"
1092,"0hard/-10415242soft"
1092,"0hard/-10408268soft"
1093,"0hard/-10398234soft"
1094,"0hard/-10398124soft"
1095,"0hard/-10397293soft"
1096,"0hard/-10395224soft"
1098,"0hard/-10392710soft"
1098,"0hard/-10392076soft"
1101,"0hard/-10390932soft"
1101,"0hard/-10390651soft"
1102,"0hard/-10382018soft"
1106,"0hard/-10377209soft"
1110,"0hard/-10370569soft"
1110,"0hard/-10370094soft"
1112,"0hard/-10369578soft"
1114,"0hard/-10369492soft"
1115,"0hard/-10367432soft"
1115,"0hard/-10367245soft"
1116,"0hard/-10355557soft"
1117,"0hard/-10355214soft"
1118,"0hard/-10352364soft"
1119,"0hard/-10352179soft"
1121,"0hard/-10349219soft"
1122,"0hard/-10348455soft"
1122,"0hard/-10338496soft"
1122,"0hard/-10337551soft"
1123,"0hard/-10336483soft"
1124,"0hard/-10335643soft"
1125,"0hard/-10335360soft"
1125,"0hard/-10325679soft"
1126,"0hard/-10325651soft"
1127,"0hard/-10325272soft"
1127,"0hard/-10322871soft"
1128,"0hard/-10322179soft"
1129,"0hard/-10321505soft"
1129,"0hard/-10321483soft"
1130,"0hard/-10320703soft"
1131,"0hard/-10318489soft"
1132,"0hard/-10317268soft"
1132,"0hard/-10317008soft"
1133,"0hard/-10317007soft"
1133,"0hard/-10297595soft"
1134,"0hard/-10297574soft"
1135,"0hard/-10291658soft"
1135,"0hard/-10287481soft"
1137,"0hard/-10286450soft"
1139,"0hard/-10286129soft"
1140,"0hard/-10286106soft"
1142,"0hard/-10281638soft"
1142,"0hard/-10281156soft"
1144,"0hard/-10279254soft"
1145,"0hard/-10269303soft"
1146,"0hard/-10267357soft"
1148,"0hard/-10267000soft"
1149,"0hard/-10257484soft"
1150,"0hard/-10257203soft"
1150,"0hard/-10256905soft"
1151,"0hard/-10253712soft"
1152,"0hard/-10253250soft"
1152,"0hard/-10252097soft"
1153,"0hard/-10248546soft"
1154,"0hard/-10246893soft"
1155,"0hard/-10245882soft"
1157,"0hard/-10245077soft"
1159,"0hard/-10241591soft"
1161,"0hard/-10239771soft"
1164,"0hard/-10239675soft"
1165,"0hard/-10238817soft"
1167,"0hard/-10234042soft"
1169,"0hard/-10226029soft"
1169,"0hard/-10225322soft"
1171,"0hard/-10225048soft"
1171,"0hard/-10221432soft"
1173,"0hard/-10221411soft"
1178,"0hard/-10221308soft"
1180,"0hard/-10221230soft"
1180,"0hard/-10218295soft"
1181,"0hard/-10214585soft"
1182,"0hard/-10214080soft"
1185,"0hard/-10213964soft"
1186,"0hard/-10212491soft"
1187,"0hard/-10210616soft"
1187,"0hard/-10204092soft"
1188,"0hard/-10200976soft"
1190,"0hard/-10200877soft"
1190,"0hard/-10196757soft"
1192,"0hard/-10195401soft"
1192,"0hard/-10194919soft"
1193,"0hard/-10191779soft"
1193,"0hard/-10191702soft"
1194,"0hard/-10181397soft"
1194,"0hard/-10179525soft"
1201,"0hard/-10178687soft"
1201,"0hard/-10167426soft"
1202,"0hard/-10167394soft"
1203,"0hard/-10166624soft"
1204,"0hard/-10166238soft"
1205,"0hard/-10165877soft"
1206,"0hard/-10164975soft"
1207,"0hard/-10163686soft"
1208,"0hard/-10163359soft"
1211,"0hard/-10162381soft"
1212,"0hard/-10155218soft"
1213,"0hard/-10154422soft"
1215,"0hard/-10152173soft"
1217,"0hard/-10147679soft"
1219,"0hard/-10146550soft"
1221,"0hard/-10146404soft"
1224,"0hard/-10146397soft"
